Planet Name,Planet Radius (Earth),Planet Mass (Earth),Orbital Distance (AU),Star Temperature (K),Habitability Label,Text Description
HATS-74 A b,11.56766808,464.02947422,0.02384,3776.9,0,"HATS-74 A b is a gas giant much larger than Earth with an extremely massive planet. It orbits very close to its star around a relatively cool, Sun-like star. Numerically, it has a radius of 11.57 Earth radii, a mass of 464.03 Earth masses, an orbital distance of 0.02 AU, and its star's effective temperature is 3777 K."
HATS-75 b,9.90873894,156.05374784,0.032742,3790.4,0,"HATS-75 b is a Neptune-sized planet with an extremely massive planet. It orbits very close to its star around a relatively cool, Sun-like star. Numerically, it has a radius of 9.91 Earth radii, a mass of 156.05 Earth masses, an orbital distance of 0.03 AU, and its star's effective temperature is 3790 K."
HATS-76 b,12.09449018,835.570882,0.02658,4016.0,0,"HATS-76 b is a gas giant much larger than Earth with an extremely massive planet. It orbits very close to its star around a relatively cool, Sun-like star. Numerically, it has a radius of 12.09 Earth radii, a mass of 835.57 Earth masses, an orbital distance of 0.03 AU, and its star's effective temperature is 4016 K."
HATS-77 b,13.05846252,436.69623122,0.03607,4071.0,0,"HATS-77 b is a gas giant much larger than Earth with an extremely massive planet. It orbits very close to its star around a relatively cool, Sun-like star. Numerically, it has a radius of 13.06 Earth radii, a mass of 436.70 Earth masses, an orbital distance of 0.04 AU, and its star's effective temperature is 4071 K."
HATS-8 b,9.785457,43.86054,0.04667,5679.0,0,"HATS-8 b is a Neptune-sized planet with a very massive planet. It orbits very close to its star around a warmer, F-type star. Numerically, it has a radius of 9.79 Earth radii, a mass of 43.86 Earth masses, an orbital distance of 0.05 AU, and its star's effective temperature is 5679 K."
HATS-8 b,9.785457,46.08535,0.04668,5679.0,0,"HATS-8 b is a Neptune-sized planet with a very massive planet. It orbits very close to its star around a warmer, F-type star. Numerically, it has a radius of 9.79 Earth radii, a mass of 46.09 Earth masses, an orbital distance of 0.05 AU, and its star's effective temperature is 5679 K."
HATS-9 b,11.937585,266.02371,0.03048,5366.0,0,"HATS-9 b is a gas giant much larger than Earth with an extremely massive planet. It orbits very close to its star around a relatively cool, Sun-like star. Numerically, it has a radius of 11.94 Earth radii, a mass of 266.02 Earth masses, an orbital distance of 0.03 AU, and its star's effective temperature is 5366 K."
HATS-9 b,11.937585,261.57409,0.03048,5366.0,0,"HATS-9 b is a gas giant much larger than Earth with an extremely massive planet. It orbits very close to its star around a relatively cool, Sun-like star. Numerically, it has a radius of 11.94 Earth radii, a mass of 261.57 Earth masses, an orbital distance of 0.03 AU, and its star's effective temperature is 5366 K."
HD 100546 b,77.3421,2701.5414595,53.0,10500.0,0,"HD 100546 b is a gas giant much larger than Earth with an extremely massive planet. It orbits in a very distant orbit far from its star around a very hot, blue star. Numerically, it has a radius of 77.34 Earth radii, a mass of 2701.54 Earth masses, an orbital distance of 53.00 AU, and its star's effective temperature is 10500 K."
HD 106315 b,2.44,12.6,0.0907,6327.0,0,"HD 106315 b is a super-Earth or mini-Neptune with significantly more massive than Earth. It orbits very close to its star around a warmer, F-type star. Numerically, it has a radius of 2.44 Earth radii, a mass of 12.60 Earth masses, an orbital distance of 0.09 AU, and its star's effective temperature is 6327 K."
HD 106315 c,4.35,15.2,0.1536,6327.0,0,"HD 106315 c is a Neptune-sized planet with significantly more massive than Earth. It orbits in a close-in orbit around its star around a warmer, F-type star. Numerically, it has a radius of 4.35 Earth radii, a mass of 15.20 Earth masses, an orbital distance of 0.15 AU, and its star's effective temperature is 6327 K."
HD 110067 b,2.2,5.69,0.0793,5266.0,0,"HD 110067 b is a super-Earth or mini-Neptune with significantly more massive than Earth. It orbits very close to its star around a relatively cool, Sun-like star. Numerically, it has a radius of 2.20 Earth radii, a mass of 5.69 Earth masses, an orbital distance of 0.08 AU, and its star's effective temperature is 5266 K."
HD 110067 c,2.388,6.3,0.1039,5266.0,0,"HD 110067 c is a super-Earth or mini-Neptune with significantly more massive than Earth. It orbits in a close-in orbit around its star around a relatively cool, Sun-like star. Numerically, it has a radius of 2.39 Earth radii, a mass of 6.30 Earth masses, an orbital distance of 0.10 AU, and its star's effective temperature is 5266 K."
HD 110067 d,2.852,8.52,0.1362,5266.0,0,"HD 110067 d is a super-Earth or mini-Neptune with significantly more massive than Earth. It orbits in a close-in orbit around its star around a relatively cool, Sun-like star. Numerically, it has a radius of 2.85 Earth radii, a mass of 8.52 Earth masses, an orbital distance of 0.14 AU, and its star's effective temperature is 5266 K."
HD 110067 e,1.94,3.9,0.1785,5266.0,0,"HD 110067 e is a super-Earth or mini-Neptune with a few times Earth's mass. It orbits in a close-in orbit around its star around a relatively cool, Sun-like star. Numerically, it has a radius of 1.94 Earth radii, a mass of 3.90 Earth masses, an orbital distance of 0.18 AU, and its star's effective temperature is 5266 K."
HD 110067 f,2.601,5.04,0.2163,5266.0,0,"HD 110067 f is a super-Earth or mini-Neptune with significantly more massive than Earth. It orbits in a close-in orbit around its star around a relatively cool, Sun-like star. Numerically, it has a radius of 2.60 Earth radii, a mass of 5.04 Earth masses, an orbital distance of 0.22 AU, and its star's effective temperature is 5266 K."
HD 110067 g,2.607,8.4,0.2621,5266.0,0,"HD 110067 g is a super-Earth or mini-Neptune with significantly more massive than Earth. It orbits in a close-in orbit around its star around a relatively cool, Sun-like star. Numerically, it has a radius of 2.61 Earth radii, a mass of 8.40 Earth masses, an orbital distance of 0.26 AU, and its star's effective temperature is 5266 K."
HD 110113 b,2.05,4.55,0.035,5732.0,0,"HD 110113 b is a super-Earth or mini-Neptune with a few times Earth's mass. It orbits very close to its star around a warmer, F-type star. Numerically, it has a radius of 2.05 Earth radii, a mass of 4.55 Earth masses, an orbital distance of 0.04 AU, and its star's effective temperature is 5732 K."
HD 114082 b,11.2089807,2542.627256,0.5109,6651.0,0,"HD 114082 b is a gas giant much larger than Earth with an extremely massive planet. It orbits at a distance comparable to Earth's orbit around a warmer, F-type star. Numerically, it has a radius of 11.21 Earth radii, a mass of 2542.63 Earth masses, an orbital distance of 0.51 AU, and its star's effective temperature is 6651 K."
HD 118203 b,12.55405838,693.50158407,0.0701,5788.0,0,"HD 118203 b is a gas giant much larger than Earth with an extremely massive planet. It orbits very close to its star around a warmer, F-type star. Numerically, it has a radius of 12.55 Earth radii, a mass of 693.50 Earth masses, an orbital distance of 0.07 AU, and its star's effective temperature is 5788 K."
HD 118203 b,12.06086323,725.28442477,0.08635,5872.0,0,"HD 118203 b is a gas giant much larger than Earth with an extremely massive planet. It orbits very close to its star around a warmer, F-type star. Numerically, it has a radius of 12.06 Earth radii, a mass of 725.28 Earth masses, an orbital distance of 0.09 AU, and its star's effective temperature is 5872 K."
HD 118203 b,12.778238,680.15279098,0.0713,5742.0,0,"HD 118203 b is a gas giant much larger than Earth with an extremely massive planet. It orbits very close to its star around a warmer, F-type star. Numerically, it has a radius of 12.78 Earth radii, a mass of 680.15 Earth masses, an orbital distance of 0.07 AU, and its star's effective temperature is 5742 K."
HD 118203 b,12.73340208,688.41632956,0.07071,5683.0,0,"HD 118203 b is a gas giant much larger than Earth with an extremely massive planet. It orbits very close to its star around a warmer, F-type star. Numerically, it has a radius of 12.73 Earth radii, a mass of 688.42 Earth masses, an orbital distance of 0.07 AU, and its star's effective temperature is 5683 K."
HD 135344 A b,16.25302201,3178.28407,16.5,9540.0,0,"HD 135344 A b is a gas giant much larger than Earth with an extremely massive planet. It orbits in a very distant orbit far from its star around a very hot, blue star. Numerically, it has a radius of 16.25 Earth radii, a mass of 3178.28 Earth masses, an orbital distance of 16.50 AU, and its star's effective temperature is 9540 K."
HD 135694 b,2.5320132,6.1,0.12,5698.0,0,"HD 135694 b is a super-Earth or mini-Neptune with significantly more massive than Earth. It orbits in a close-in orbit around its star around a warmer, F-type star. Numerically, it has a radius of 2.53 Earth radii, a mass of 6.10 Earth masses, an orbital distance of 0.12 AU, and its star's effective temperature is 5698 K."
HD 135694 b,2.51,5.7,0.12,5710.0,0,"HD 135694 b is a super-Earth or mini-Neptune with significantly more massive than Earth. It orbits in a close-in orbit around its star around a warmer, F-type star. Numerically, it has a radius of 2.51 Earth radii, a mass of 5.70 Earth masses, an orbital distance of 0.12 AU, and its star's effective temperature is 5710 K."
HD 136352 b,1.664,4.72,0.0964,5664.0,0,"HD 136352 b is a super-Earth or mini-Neptune with a few times Earth's mass. It orbits very close to its star around a warmer, F-type star. Numerically, it has a radius of 1.66 Earth radii, a mass of 4.72 Earth masses, an orbital distance of 0.10 AU, and its star's effective temperature is 5664 K."
HD 136352 b,1.482,4.62,0.0969,5850.0,0,"HD 136352 b is similar in size to Earth with a few times Earth's mass. It orbits very close to its star around a warmer, F-type star. Numerically, it has a radius of 1.48 Earth radii, a mass of 4.62 Earth masses, an orbital distance of 0.10 AU, and its star's effective temperature is 5850 K."
HD 136352 c,2.608,11.29,0.1729,5850.0,0,"HD 136352 c is a super-Earth or mini-Neptune with significantly more massive than Earth. It orbits in a close-in orbit around its star around a warmer, F-type star. Numerically, it has a radius of 2.61 Earth radii, a mass of 11.29 Earth masses, an orbital distance of 0.17 AU, and its star's effective temperature is 5850 K."
HD 136352 c,2.916,11.24,0.1721,5664.0,0,"HD 136352 c is a super-Earth or mini-Neptune with significantly more massive than Earth. It orbits in a close-in orbit around its star around a warmer, F-type star. Numerically, it has a radius of 2.92 Earth radii, a mass of 11.24 Earth masses, an orbital distance of 0.17 AU, and its star's effective temperature is 5664 K."
HD 136352 d,2.562,8.82,0.425,5664.0,0,"HD 136352 d is a super-Earth or mini-Neptune with significantly more massive than Earth. It orbits in a close-in orbit around its star around a warmer, F-type star. Numerically, it has a radius of 2.56 Earth radii, a mass of 8.82 Earth masses, an orbital distance of 0.42 AU, and its star's effective temperature is 5664 K."
HD 137496 b,1.31,4.04,0.02732,5799.0,0,"HD 137496 b is similar in size to Earth with a few times Earth's mass. It orbits very close to its star around a warmer, F-type star. Numerically, it has a radius of 1.31 Earth radii, a mass of 4.04 Earth masses, an orbital distance of 0.03 AU, and its star's effective temperature is 5799 K."
HD 1397 b,11.466807,116.64361,0.1003,5474.0,0,"HD 1397 b is a gas giant much larger than Earth with an extremely massive planet. It orbits in a close-in orbit around its star around a relatively cool, Sun-like star. Numerically, it has a radius of 11.47 Earth radii, a mass of 116.64 Earth masses, an orbital distance of 0.10 AU, and its star's effective temperature is 5474 K."
HD 1397 b,11.500434,131.89945,0.1097,5521.0,0,"HD 1397 b is a gas giant much larger than Earth with an extremely massive planet. It orbits in a close-in orbit around its star around a warmer, F-type star. Numerically, it has a radius of 11.50 Earth radii, a mass of 131.90 Earth masses, an orbital distance of 0.11 AU, and its star's effective temperature is 5521 K."
HD 149026 b,9.090499,102.34126,0.04364,6160.0,0,"HD 149026 b is a Neptune-sized planet with an extremely massive planet. It orbits very close to its star around a warmer, F-type star. Numerically, it has a radius of 9.09 Earth radii, a mass of 102.34 Earth masses, an orbital distance of 0.04 AU, and its star's effective temperature is 6160 K."
HD 149026 b,8.127,114.8,0.042,6147.0,0,"HD 149026 b is a Neptune-sized planet with an extremely massive planet. It orbits very close to its star around a warmer, F-type star. Numerically, it has a radius of 8.13 Earth radii, a mass of 114.80 Earth masses, an orbital distance of 0.04 AU, and its star's effective temperature is 6147 K."
HD 149026 b,6.83749,113.14748,0.04288,6147.0,0,"HD 149026 b is a Neptune-sized planet with an extremely massive planet. It orbits very close to its star around a warmer, F-type star. Numerically, it has a radius of 6.84 Earth radii, a mass of 113.15 Earth masses, an orbital distance of 0.04 AU, and its star's effective temperature is 6147 K."
HD 149026 b,7.330686,114.10097,0.04313,6160.0,0,"HD 149026 b is a Neptune-sized planet with an extremely massive planet. It orbits very close to its star around a warmer, F-type star. Numerically, it has a radius of 7.33 Earth radii, a mass of 114.10 Earth masses, an orbital distance of 0.04 AU, and its star's effective temperature is 6160 K."
HD 152843 b,3.41,11.56,0.1053,6310.0,0,"HD 152843 b is a Neptune-sized planet with significantly more massive than Earth. It orbits in a close-in orbit around its star around a warmer, F-type star. Numerically, it has a radius of 3.41 Earth radii, a mass of 11.56 Earth masses, an orbital distance of 0.11 AU, and its star's effective temperature is 6310 K."
HD 15337 b,1.699,7.2,0.05245,5131.0,0,"HD 15337 b is a super-Earth or mini-Neptune with significantly more massive than Earth. It orbits very close to its star around a relatively cool, Sun-like star. Numerically, it has a radius of 1.70 Earth radii, a mass of 7.20 Earth masses, an orbital distance of 0.05 AU, and its star's effective temperature is 5131 K."
HD 15337 b,1.64,7.51,0.0522,5125.0,0,"HD 15337 b is a super-Earth or mini-Neptune with significantly more massive than Earth. It orbits very close to its star around a relatively cool, Sun-like star. Numerically, it has a radius of 1.64 Earth radii, a mass of 7.51 Earth masses, an orbital distance of 0.05 AU, and its star's effective temperature is 5125 K."
HD 15337 c,2.522,8.79,0.1235,5131.0,0,"HD 15337 c is a super-Earth or mini-Neptune with significantly more massive than Earth. It orbits in a close-in orbit around its star around a relatively cool, Sun-like star. Numerically, it has a radius of 2.52 Earth radii, a mass of 8.79 Earth masses, an orbital distance of 0.12 AU, and its star's effective temperature is 5131 K."
HD 15337 c,2.39,8.11,0.1268,5125.0,0,"HD 15337 c is a super-Earth or mini-Neptune with significantly more massive than Earth. It orbits in a close-in orbit around its star around a relatively cool, Sun-like star. Numerically, it has a radius of 2.39 Earth radii, a mass of 8.11 Earth masses, an orbital distance of 0.13 AU, and its star's effective temperature is 5125 K."
HD 17156 b,12.184183,1028.18005,0.16278,6079.0,0,"HD 17156 b is a gas giant much larger than Earth with an extremely massive planet. It orbits in a close-in orbit around its star around a warmer, F-type star. Numerically, it has a radius of 12.18 Earth radii, a mass of 1028.18 Earth masses, an orbital distance of 0.16 AU, and its star's effective temperature is 6079 K."
HD 17156 b,11.43,1023.37,0.1614,6100.0,0,"HD 17156 b is a gas giant much larger than Earth with an extremely massive planet. It orbits in a close-in orbit around its star around a warmer, F-type star. Numerically, it has a radius of 11.43 Earth radii, a mass of 1023.37 Earth masses, an orbital distance of 0.16 AU, and its star's effective temperature is 6100 K."
HD 17156 b,11.937585,1036.76146,0.1637,6079.0,0,"HD 17156 b is a gas giant much larger than Earth with an extremely massive planet. It orbits in a close-in orbit around its star around a warmer, F-type star. Numerically, it has a radius of 11.94 Earth radii, a mass of 1036.76 Earth masses, an orbital distance of 0.16 AU, and its star's effective temperature is 6079 K."
HD 183579 b,3.55,19.7,0.1334,5788.0,0,"HD 183579 b is a Neptune-sized planet with significantly more massive than Earth. It orbits in a close-in orbit around its star around a warmer, F-type star. Numerically, it has a radius of 3.55 Earth radii, a mass of 19.70 Earth masses, an orbital distance of 0.13 AU, and its star's effective temperature is 5788 K."
HD 183579 b,3.53,11.2,0.13,5706.0,0,"HD 183579 b is a Neptune-sized planet with significantly more massive than Earth. It orbits in a close-in orbit around its star around a warmer, F-type star. Numerically, it has a radius of 3.53 Earth radii, a mass of 11.20 Earth masses, an orbital distance of 0.13 AU, and its star's effective temperature is 5706 K."
HD 183579 b,3.49,20.4,0.1322,5784.0,0,"HD 183579 b is a Neptune-sized planet with a very massive planet. It orbits in a close-in orbit around its star around a warmer, F-type star. Numerically, it has a radius of 3.49 Earth radii, a mass of 20.40 Earth masses, an orbital distance of 0.13 AU, and its star's effective temperature is 5784 K."
HD 18599 b,2.7,25.5,0.05,5083.0,0,"HD 18599 b is a super-Earth or mini-Neptune with a very massive planet. It orbits very close to its star around a relatively cool, Sun-like star. Numerically, it has a radius of 2.70 Earth radii, a mass of 25.50 Earth masses, an orbital distance of 0.05 AU, and its star's effective temperature is 5083 K."
HD 18599 b,2.6,24.1,0.048,5145.0,0,"HD 18599 b is a super-Earth or mini-Neptune with a very massive planet. It orbits very close to its star around a relatively cool, Sun-like star. Numerically, it has a radius of 2.60 Earth radii, a mass of 24.10 Earth masses, an orbital distance of 0.05 AU, and its star's effective temperature is 5145 K."
HD 189733 b,12.756,363.582,0.03099,5040.0,0,"HD 189733 b is a gas giant much larger than Earth with an extremely massive planet. It orbits very close to its star around a relatively cool, Sun-like star. Numerically, it has a radius of 12.76 Earth radii, a mass of 363.58 Earth masses, an orbital distance of 0.03 AU, and its star's effective temperature is 5040 K."
HD 189733 b,12.901559,365.5045,0.03142,5050.0,0,"HD 189733 b is a gas giant much larger than Earth with an extremely massive planet. It orbits very close to its star around a relatively cool, Sun-like star. Numerically, it has a radius of 12.90 Earth radii, a mass of 365.50 Earth masses, an orbital distance of 0.03 AU, and its star's effective temperature is 5050 K."
HD 189733 b,12.542871,370.58978,0.03106,5050.0,0,"HD 189733 b is a gas giant much larger than Earth with an extremely massive planet. It orbits very close to its star around a relatively cool, Sun-like star. Numerically, it has a radius of 12.54 Earth radii, a mass of 370.59 Earth masses, an orbital distance of 0.03 AU, and its star's effective temperature is 5050 K."
HD 189733 b,14.12,365.49,0.0313,5050.0,0,"HD 189733 b is a gas giant much larger than Earth with an extremely massive planet. It orbits very close to its star around a relatively cool, Sun-like star. Numerically, it has a radius of 14.12 Earth radii, a mass of 365.49 Earth masses, an orbital distance of 0.03 AU, and its star's effective temperature is 5050 K."
HD 189733 b,12.755842,356.92309,0.031,5040.0,0,"HD 189733 b is a gas giant much larger than Earth with an extremely massive planet. It orbits very close to its star around a relatively cool, Sun-like star. Numerically, it has a radius of 12.76 Earth radii, a mass of 356.92 Earth masses, an orbital distance of 0.03 AU, and its star's effective temperature is 5040 K."
HD 191939 b,3.39512346,9.6,0.079,5385.0,0,"HD 191939 b is a Neptune-sized planet with significantly more massive than Earth. It orbits very close to its star around a relatively cool, Sun-like star. Numerically, it has a radius of 3.40 Earth radii, a mass of 9.60 Earth masses, an orbital distance of 0.08 AU, and its star's effective temperature is 5385 K."
HD 191939 b,3.39,10.4,0.078,5348.0,0,"HD 191939 b is a Neptune-sized planet with significantly more massive than Earth. It orbits very close to its star around a relatively cool, Sun-like star. Numerically, it has a radius of 3.39 Earth radii, a mass of 10.40 Earth masses, an orbital distance of 0.08 AU, and its star's effective temperature is 5348 K."
HD 191939 b,3.41,10.0,0.0804,5348.0,0,"HD 191939 b is a Neptune-sized planet with significantly more massive than Earth. It orbits very close to its star around a relatively cool, Sun-like star. Numerically, it has a radius of 3.41 Earth radii, a mass of 10.00 Earth masses, an orbital distance of 0.08 AU, and its star's effective temperature is 5348 K."
HD 191939 c,3.195,8.0,0.1752,5348.0,0,"HD 191939 c is a Neptune-sized planet with significantly more massive than Earth. It orbits in a close-in orbit around its star around a relatively cool, Sun-like star. Numerically, it has a radius of 3.19 Earth radii, a mass of 8.00 Earth masses, an orbital distance of 0.18 AU, and its star's effective temperature is 5348 K."
HD 191939 c,3.08,7.2,0.17,5348.0,0,"HD 191939 c is a Neptune-sized planet with significantly more massive than Earth. It orbits in a close-in orbit around its star around a relatively cool, Sun-like star. Numerically, it has a radius of 3.08 Earth radii, a mass of 7.20 Earth masses, an orbital distance of 0.17 AU, and its star's effective temperature is 5348 K."
HD 191939 c,3.1823776,6.1,0.171,5385.0,0,"HD 191939 c is a Neptune-sized planet with significantly more massive than Earth. It orbits in a close-in orbit around its star around a relatively cool, Sun-like star. Numerically, it has a radius of 3.18 Earth radii, a mass of 6.10 Earth masses, an orbital distance of 0.17 AU, and its star's effective temperature is 5385 K."
HD 191939 d,3.1168896,2.2,0.209,5385.0,0,"HD 191939 d is a Neptune-sized planet with a few times Earth's mass. It orbits in a close-in orbit around its star around a relatively cool, Sun-like star. Numerically, it has a radius of 3.12 Earth radii, a mass of 2.20 Earth masses, an orbital distance of 0.21 AU, and its star's effective temperature is 5385 K."
HD 191939 d,2.995,2.8,0.2132,5348.0,0,"HD 191939 d is a super-Earth or mini-Neptune with a few times Earth's mass. It orbits in a close-in orbit around its star around a relatively cool, Sun-like star. Numerically, it has a radius of 3.00 Earth radii, a mass of 2.80 Earth masses, an orbital distance of 0.21 AU, and its star's effective temperature is 5348 K."
HD 191939 d,3.04,5.8,0.207,5348.0,0,"HD 191939 d is a Neptune-sized planet with significantly more massive than Earth. It orbits in a close-in orbit around its star around a relatively cool, Sun-like star. Numerically, it has a radius of 3.04 Earth radii, a mass of 5.80 Earth masses, an orbital distance of 0.21 AU, and its star's effective temperature is 5348 K."
HD 202772 A b,17.317905,323.23311,0.05208,6272.0,0,"HD 202772 A b is a gas giant much larger than Earth with an extremely massive planet. It orbits very close to its star around a warmer, F-type star. Numerically, it has a radius of 17.32 Earth radii, a mass of 323.23 Earth masses, an orbital distance of 0.05 AU, and its star's effective temperature is 6272 K."
HD 20329 b,1.72,7.42,0.018,5596.0,0,"HD 20329 b is a super-Earth or mini-Neptune with significantly more massive than Earth. It orbits very close to its star around a warmer, F-type star. Numerically, it has a radius of 1.72 Earth radii, a mass of 7.42 Earth masses, an orbital distance of 0.02 AU, and its star's effective temperature is 5596 K."
HD 207496 b,2.25,6.1,0.0629,4819.0,0,"HD 207496 b is a super-Earth or mini-Neptune with significantly more massive than Earth. It orbits very close to its star around a relatively cool, Sun-like star. Numerically, it has a radius of 2.25 Earth radii, a mass of 6.10 Earth masses, an orbital distance of 0.06 AU, and its star's effective temperature is 4819 K."
HD 207897 b,2.501,14.4,0.1163,5070.0,0,"HD 207897 b is a super-Earth or mini-Neptune with significantly more massive than Earth. It orbits in a close-in orbit around its star around a relatively cool, Sun-like star. Numerically, it has a radius of 2.50 Earth radii, a mass of 14.40 Earth masses, an orbital distance of 0.12 AU, and its star's effective temperature is 5070 K."
HD 207897 b,2.34302132,14.8,0.117,5106.0,0,"HD 207897 b is a super-Earth or mini-Neptune with significantly more massive than Earth. It orbits in a close-in orbit around its star around a relatively cool, Sun-like star. Numerically, it has a radius of 2.34 Earth radii, a mass of 14.80 Earth masses, an orbital distance of 0.12 AU, and its star's effective temperature is 5106 K."
HD 209458 b,15.233031,216.76006,0.04707,6065.0,0,"HD 209458 b is a gas giant much larger than Earth with an extremely massive planet. It orbits very close to its star around a warmer, F-type star. Numerically, it has a radius of 15.23 Earth radii, a mass of 216.76 Earth masses, an orbital distance of 0.05 AU, and its star's effective temperature is 6065 K."
HD 209458 b,15.80469,235.1942,0.049,6071.0,0,"HD 209458 b is a gas giant much larger than Earth with an extremely massive planet. It orbits very close to its star around a warmer, F-type star. Numerically, it has a radius of 15.80 Earth radii, a mass of 235.19 Earth masses, an orbital distance of 0.05 AU, and its star's effective temperature is 6071 K."
HD 209458 b,14.24,200.22,0.0467,6000.0,0,"HD 209458 b is a gas giant much larger than Earth with an extremely massive planet. It orbits very close to its star around a warmer, F-type star. Numerically, it has a radius of 14.24 Earth radii, a mass of 200.22 Earth masses, an orbital distance of 0.05 AU, and its star's effective temperature is 6000 K."
HD 209458 b,15.46842,226.93062,0.04747,6117.0,0,"HD 209458 b is a gas giant much larger than Earth with an extremely massive planet. It orbits very close to its star around a warmer, F-type star. Numerically, it has a radius of 15.47 Earth radii, a mass of 226.93 Earth masses, an orbital distance of 0.05 AU, and its star's effective temperature is 6117 K."
HD 209458 b,15.233,217.704,0.04707,6065.0,0,"HD 209458 b is a gas giant much larger than Earth with an extremely massive planet. It orbits very close to its star around a warmer, F-type star. Numerically, it has a radius of 15.23 Earth radii, a mass of 217.70 Earth masses, an orbital distance of 0.05 AU, and its star's effective temperature is 6065 K."
HD 209458 b,15.92,197.05,0.046,6025.0,0,"HD 209458 b is a gas giant much larger than Earth with an extremely massive planet. It orbits very close to its star around a warmer, F-type star. Numerically, it has a radius of 15.92 Earth radii, a mass of 197.05 Earth masses, an orbital distance of 0.05 AU, and its star's effective temperature is 6025 K."
HD 213885 b,1.745,8.83,0.02012,5978.0,0,"HD 213885 b is a super-Earth or mini-Neptune with significantly more massive than Earth. It orbits very close to its star around a warmer, F-type star. Numerically, it has a radius of 1.75 Earth radii, a mass of 8.83 Earth masses, an orbital distance of 0.02 AU, and its star's effective temperature is 5978 K."
HD 21520 b,2.697,17.7,0.1726,5871.0,0,"HD 21520 b is a super-Earth or mini-Neptune with significantly more massive than Earth. It orbits in a close-in orbit around its star around a warmer, F-type star. Numerically, it has a radius of 2.70 Earth radii, a mass of 17.70 Earth masses, an orbital distance of 0.17 AU, and its star's effective temperature is 5871 K."
HD 21749 c,0.892,3.7,0.0695,4640.0,0,"HD 21749 c is similar in size to Earth with a few times Earth's mass. It orbits very close to its star around a relatively cool, Sun-like star. Numerically, it has a radius of 0.89 Earth radii, a mass of 3.70 Earth masses, an orbital distance of 0.07 AU, and its star's effective temperature is 4640 K."
HD 219134 b,1.606,4.3361199,0.0382,4699.0,0,"HD 219134 b is a super-Earth or mini-Neptune with a few times Earth's mass. It orbits very close to its star around a relatively cool, Sun-like star. Numerically, it has a radius of 1.61 Earth radii, a mass of 4.34 Earth masses, an orbital distance of 0.04 AU, and its star's effective temperature is 4699 K."
HD 219134 b,1.602,4.74,0.03876,4699.0,0,"HD 219134 b is a super-Earth or mini-Neptune with a few times Earth's mass. It orbits very close to its star around a relatively cool, Sun-like star. Numerically, it has a radius of 1.60 Earth radii, a mass of 4.74 Earth masses, an orbital distance of 0.04 AU, and its star's effective temperature is 4699 K."
HD 219134 c,1.511,4.36,0.0653,4699.0,0,"HD 219134 c is a super-Earth or mini-Neptune with a few times Earth's mass. It orbits very close to its star around a relatively cool, Sun-like star. Numerically, it has a radius of 1.51 Earth radii, a mass of 4.36 Earth masses, an orbital distance of 0.07 AU, and its star's effective temperature is 4699 K."
HD 219134 d,1.61,16.17,0.237,4699.0,0,"HD 219134 d is a super-Earth or mini-Neptune with significantly more massive than Earth. It orbits in a close-in orbit around its star around a relatively cool, Sun-like star. Numerically, it has a radius of 1.61 Earth radii, a mass of 16.17 Earth masses, an orbital distance of 0.24 AU, and its star's effective temperature is 4699 K."
HD 219134 f,1.31,7.3,0.1463,4699.0,0,"HD 219134 f is similar in size to Earth with significantly more massive than Earth. It orbits in a close-in orbit around its star around a relatively cool, Sun-like star. Numerically, it has a radius of 1.31 Earth radii, a mass of 7.30 Earth masses, an orbital distance of 0.15 AU, and its star's effective temperature is 4699 K."
HD 219666 b,4.71,16.6,0.06356,5527.0,0,"HD 219666 b is a Neptune-sized planet with significantly more massive than Earth. It orbits very close to its star around a warmer, F-type star. Numerically, it has a radius of 4.71 Earth radii, a mass of 16.60 Earth masses, an orbital distance of 0.06 AU, and its star's effective temperature is 5527 K."
HD 221416 b,9.17,60.5,0.1228,5080.0,0,"HD 221416 b is a Neptune-sized planet with a very massive planet. It orbits in a close-in orbit around its star around a relatively cool, Sun-like star. Numerically, it has a radius of 9.17 Earth radii, a mass of 60.50 Earth masses, an orbital distance of 0.12 AU, and its star's effective temperature is 5080 K."
HD 22946 d,2.607,26.57,0.2958,6169.0,0,"HD 22946 d is a super-Earth or mini-Neptune with a very massive planet. It orbits in a close-in orbit around its star around a warmer, F-type star. Numerically, it has a radius of 2.61 Earth radii, a mass of 26.57 Earth masses, an orbital distance of 0.30 AU, and its star's effective temperature is 6169 K."
HD 23472 b,2.0,8.32,0.1162,4684.0,0,"HD 23472 b is a super-Earth or mini-Neptune with significantly more massive than Earth. It orbits in a close-in orbit around its star around a relatively cool, Sun-like star. Numerically, it has a radius of 2.00 Earth radii, a mass of 8.32 Earth masses, an orbital distance of 0.12 AU, and its star's effective temperature is 4684 K."
HD 23472 c,1.87,3.41,0.1646,4684.0,0,"HD 23472 c is a super-Earth or mini-Neptune with a few times Earth's mass. It orbits in a close-in orbit around its star around a relatively cool, Sun-like star. Numerically, it has a radius of 1.87 Earth radii, a mass of 3.41 Earth masses, an orbital distance of 0.16 AU, and its star's effective temperature is 4684 K."
HD 23472 d,0.75,0.55,0.04298,4684.0,0,"HD 23472 d is similar in size to Earth with a few times Earth's mass. It orbits very close to its star around a relatively cool, Sun-like star. Numerically, it has a radius of 0.75 Earth radii, a mass of 0.55 Earth masses, an orbital distance of 0.04 AU, and its star's effective temperature is 4684 K."
